codigo_dane,numero_hogares,hacinamiento_promedio,densidad_habitacional,tasa_acceso_a_cocina,tasa_acceso_a_agua_para_cocinar,year
19355,9103,1.3098774677703229,0.9399182770831073,0.9996704383170384,0.9864879709985719,2021
19355,9103,1.3098774677703229,0.9399182770831073,0.9996704383170384,0.9864879709985719,2022
19355,9103,1.3098774677703229,0.9399182770831073,0.9996704383170384,0.9864879709985719,2023
19364,5059,0.9481808883172799,1.1157021603947879,1.0,0.9804309152006325,2019
19364,5059,0.9481808883172799,1.1157021603947879,1.0,0.9804309152006325,2020
19364,5059,0.9481808883172799,1.1157021603947879,1.0,0.9804309152006325,2021
19364,5059,0.9481808883172799,1.1157021603947879,1.0,0.9804309152006325,2022
19364,5059,0.9481808883172799,1.1157021603947879,1.0,0.9804309152006325,2023
19392,3704,0.8211124765862892,1.469583368395462,1.0,0.9694924406047516,2019
19392,3704,0.8211124765862892,1.469583368395462,1.0,0.9694924406047516,2020
19392,3704,0.8211124765862892,1.469583368395462,1.0,0.9694924406047516,2021
19392,3704,0.8211124765862892,1.469583368395462,1.0,0.9694924406047516,2022
19392,3704,0.8211124765862892,1.469583368395462,1.0,0.9694924406047516,2023
19397,7537,1.2062122415346441,1.218749498625446,1.0,0.9904471275043121,2019
19397,7537,1.2062122415346441,1.218749498625446,1.0,0.9904471275043121,2020
19397,7537,1.2062122415346441,1.218749498625446,1.0,0.9904471275043121,2021
19397,7537,1.2062122415346441,1.218749498625446,1.0,0.9904471275043121,2022
19397,7537,1.2062122415346441,1.218749498625446,1.0,0.9904471275043121,2023
19418,4075,2.331940207755089,1.2417247905097666,0.9997546012269939,0.9919018404907975,2019
19418,4075,2.331940207755089,1.2417247905097666,0.9997546012269939,0.9919018404907975,2020
19418,4075,2.331940207755089,1.2417247905097666,0.9997546012269939,0.9919018404907975,2021
19418,4075,2.331940207755089,1.2417247905097666,0.9997546012269939,0.9919018404907975,2022
19418,4075,2.331940207755089,1.2417247905097666,0.9997546012269939,0.9919018404907975,2023
19450,5832,0.9362202891448194,1.2222301735809442,0.9996570644718793,0.9783950617283951,2019
19450,5832,0.9362202891448194,1.2222301735809442,0.9996570644718793,0.9783950617283951,2020
19450,5832,0.9362202891448194,1.2222301735809442,0.9996570644718793,0.9783950617283951,2021
19450,5832,0.9362202891448194,1.2222301735809442,0.9996570644718793,0.9783950617283951,2022
19450,5832,0.9362202891448194,1.2222301735809442,0.9996570644718793,0.9783950617283951,2023
19455,10166,1.0404175316699893,0.9746583701185072,0.9994097973637616,0.9836710603974032,2019
19455,10166,1.0404175316699893,0.9746583701185072,0.9994097973637616,0.9836710603974032,2020
19455,10166,1.0404175316699893,0.9746583701185072,0.9994097973637616,0.9836710603974032,2021
19455,10166,1.0404175316699893,0.9746583701185072,0.9994097973637616,0.9836710603974032,2022
19455,10166,1.0404175316699893,0.9746583701185072,0.9994097973637616,0.9836710603974032,2023
19473,12282,1.0103870726244875,1.2035048313290866,1.0,0.8725777560657874,2019
19473,12282,1.0103870726244875,1.2035048313290866,1.0,0.8725777560657874,2020
19473,12282,1.0103870726244875,1.2035048313290866,1.0,0.8725777560657874,2021
19473,12282,1.0103870726244875,1.2035048313290866,1.0,0.8725777560657874,2022
19473,12282,1.0103870726244875,1.2035048313290866,1.0,0.8725777560657874,2023
19513,3185,0.9598189112474815,0.9978051087234772,1.0,0.9830455259026688,2019
19513,3185,0.9598189112474815,0.9978051087234772,1.0,0.9830455259026688,2020
19513,3185,0.9598189112474815,0.9978051087234772,1.0,0.9830455259026688,2021
19513,3185,0.9598189112474815,0.9978051087234772,1.0,0.9830455259026688,2022
19513,3185,0.9598189112474815,0.9978051087234772,1.0,0.9830455259026688,2023
19517,11657,1.0017795160652263,1.0999312964789192,0.9998284292699665,0.970661405164279,2019
19517,11657,1.0017795160652263,1.0999312964789192,0.9998284292699665,0.970661405164279,2020
19517,11657,1.0017795160652263,1.0999312964789192,0.9998284292699665,0.970661405164279,2021
19517,11657,1.0017795160652263,1.0999312964789192,0.9998284292699665,0.970661405164279,2022
19517,11657,1.0017795160652263,1.0999312964789192,0.9998284292699665,0.970661405164279,2023
19532,11491,1.0357865803505655,1.2763013404402044,0.9989557044643634,0.9583152032025063,2019
19532,11491,1.0357865803505655,1.2763013404402044,0.9989557044643634,0.9583152032025063,2020
19532,11491,1.0357865803505655,1.2763013404402044,0.9989557044643634,0.9583152032025063,2021
19532,11491,1.0357865803505655,1.2763013404402044,0.9989557044643634,0.9583152032025063,2022
19532,11491,1.0357865803505655,1.2763013404402044,0.9989557044643634,0.9583152032025063,2023
19533,2682,0.9101233602072849,1.0621812654169998,0.9996271439224459,0.9019388516032811,2019
19533,2682,0.9101233602072849,1.0621812654169998,0.9996271439224459,0.9019388516032811,2020
19533,2682,0.9101233602072849,1.0621812654169998,0.9996271439224459,0.9019388516032811,2021
19533,2682,0.9101233602072849,1.0621812654169998,0.9996271439224459,0.9019388516032811,2022
19533,2682,0.9101233602072849,1.0621812654169998,0.9996271439224459,0.9019388516032811,2023
19548,12095,1.0451952869756849,1.1010701723604914,0.9995866060355518,0.985283174865647,2019
19548,12095,1.0451952869756849,1.1010701723604914,0.9995866060355518,0.985283174865647,2020
19548,12095,1.0451952869756849,1.1010701723604914,0.9995866060355518,0.985283174865647,2021
19548,12095,1.0451952869756849,1.1010701723604914,0.9995866060355518,0.985283174865647,2022
19548,12095,1.0451952869756849,1.1010701723604914,0.9995866060355518,0.985283174865647,2023
19573,12997,1.2190965205685735,0.9930202219014626,0.999615295837501,0.9892282834500269,2019
19573,12997,1.2190965205685735,0.9930202219014626,0.999615295837501,0.9892282834500269,2020
19573,12997,1.2190965205685735,0.9930202219014626,0.999615295837501,0.9892282834500269,2021
19573,12997,1.2190965205685735,0.9930202219014626,0.999615295837501,0.9892282834500269,2022
19573,12997,1.2190965205685735,0.9930202219014626,0.999615295837501,0.9892282834500269,2023
19585,5166,0.7641904270099467,1.354142684172698,0.9996128532713898,0.9765776229190863,2019
19585,5166,0.7641904270099467,1.354142684172698,0.9996128532713898,0.9765776229190863,2020
19585,5166,0.7641904270099467,1.354142684172698,0.9996128532713898,0.9765776229190863,2021
19585,5166,0.7641904270099467,1.354142684172698,0.9996128532713898,0.9765776229190863,2022
19585,5166,0.7641904270099467,1.354142684172698,0.9996128532713898,0.9765776229190863,2023
19622,3487,0.8766872398862657,1.2211332465132265,1.0,0.9842271293375394,2019
19622,3487,0.8766872398862657,1.2211332465132265,1.0,0.9842271293375394,2020
19622,3487,0.8766872398862657,1.2211332465132265,1.0,0.9842271293375394,2021
19622,3487,0.8766872398862657,1.2211332465132265,1.0,0.9842271293375394,2022
19622,3487,0.8766872398862657,1.2211332465132265,1.0,0.9842271293375394,2023
19693,3903,0.8662541243140934,1.166286593695615,0.9997437868306431,0.9828337176530874,2019
19693,3903,0.8662541243140934,1.166286593695615,0.9997437868306431,0.9828337176530874,2020
19693,3903,0.8662541243140934,1.166286593695615,0.9997437868306431,0.9828337176530874,2021
19693,3903,0.8662541243140934,1.166286593695615,0.9997437868306431,0.9828337176530874,2022
19693,3903,0.8662541243140934,1.166286593695615,0.9997437868306431,0.9828337176530874,2023
19698,31217,1.1050978414678494,1.060649038318077,0.9991671204792261,0.984495627382516,2019
19698,31217,1.1050978414678494,1.060649038318077,0.9991671204792261,0.984495627382516,2020
19698,31217,1.1050978414678494,1.060649038318077,0.9991671204792261,0.984495627382516,2021
19698,31217,1.1050978414678494,1.060649038318077,0.9991671204792261,0.984495627382516,2022
19698,31217,1.1050978414678494,1.060649038318077,0.9991671204792261,0.984495627382516,2023
19701,1639,0.9475132891799568,1.4150578698197744,0.9993898718730934,0.961561928004881,2019
19701,1639,0.9475132891799568,1.4150578698197744,0.9993898718730934,0.961561928004881,2020
19701,1639,0.9475132891799568,1.4150578698197744,0.9993898718730934,0.961561928004881,2021
19701,1639,0.9475132891799568,1.4150578698197744,0.9993898718730934,0.961561928004881,2022
19701,1639,0.9475132891799568,1.4150578698197744,0.9993898718730934,0.961561928004881,2023
19743,10952,1.0119219708718592,1.0139006663606998,0.9993608473338204,0.9797297297297297,2019
19743,10952,1.0119219708718592,1.0139006663606998,0.9993608473338204,0.9797297297297297,2020
19743,10952,1.0119219708718592,1.0139006663606998,0.9993608473338204,0.9797297297297297,2021
19743,10952,1.0119219708718592,1.0139006663606998,0.9993608473338204,0.9797297297297297,2022
19743,10952,1.0119219708718592,1.0139006663606998,0.9993608473338204,0.9797297297297297,2023
19760,4594,0.8510058157235577,1.3296560699786502,0.998693948628646,0.9719198955158903,2019
19760,4594,0.8510058157235577,1.3296560699786502,0.998693948628646,0.9719198955158903,2020
19760,4594,0.8510058157235577,1.3296560699786502,0.998693948628646,0.9719198955158903,2021
19760,4594,0.8510058157235577,1.3296560699786502,0.998693948628646,0.9719198955158903,2022
19760,4594,0.8510058157235577,1.3296560699786502,0.998693948628646,0.9719198955158903,2023
19780,7813,0.854969665371123,1.279010981335221,0.999488032765903,0.9708178676564699,2019
19780,7813,0.854969665371123,1.279010981335221,0.999488032765903,0.9708178676564699,2020
19780,7813,0.854969665371123,1.279010981335221,0.999488032765903,0.9708178676564699,2021
19780,7813,0.854969665371123,1.279010981335221,0.999488032765903,0.9708178676564699,2022
19780,7813,0.854969665371123,1.279010981335221,0.999488032765903,0.9708178676564699,2023
19785,2754,0.8650930536823784,1.424375563918049,1.0,0.9517066085693536,2019
19785,2754,0.8650930536823784,1.424375563918049,1.0,0.9517066085693536,2020
19785,2754,0.8650930536823784,1.424375563918049,1.0,0.9517066085693536,2021
19785,2754,0.8650930536823784,1.424375563918049,1.0,0.9517066085693536,2022
19785,2754,0.8650930536823784,1.424375563918049,1.0,0.9517066085693536,2023
19807,11277,0.9466421958965251,1.3099430517206792,0.9989358872040436,0.9720670391061452,2019
19807,11277,0.9466421958965251,1.3099430517206792,0.9989358872040436,0.9720670391061452,2020
19807,11277,0.9466421958965251,1.3099430517206792,0.9989358872040436,0.9720670391061452,2021
19807,11277,0.9466421958965251,1.3099430517206792,0.9989358872040436,0.9720670391061452,2022
19807,11277,0.9466421958965251,1.3099430517206792,0.9989358872040436,0.9720670391061452,2023
19809,6056,2.7424746983585084,1.4813472871327145,0.999669749009247,0.9775429326287979,2019
19809,6056,2.7424746983585084,1.4813472871327145,0.999669749009247,0.9775429326287979,2020
19809,6056,2.7424746983585084,1.4813472871327145,0.999669749009247,0.9775429326287979,2021
19809,6056,2.7424746983585084,1.4813472871327145,0.999669749009247,0.9775429326287979,2022
19809,6056,2.7424746983585084,1.4813472871327145,0.999669749009247,0.9775429326287979,2023
19821,10535,1.0576276492057222,1.0879389073195447,1.0,0.974655908875178,2019
19821,10535,1.0576276492057222,1.0879389073195447,1.0,0.974655908875178,2020
19821,10535,1.0576276492057222,1.0879389073195447,1.0,0.974655908875178,2021
19821,10535,1.0576276492057222,1.0879389073195447,1.0,0.974655908875178,2022
19821,10535,1.0576276492057222,1.0879389073195447,1.0,0.974655908875178,2023
19824,6918,0.7350510432036907,1.49733761588705,1.0,0.9684880023128072,2019
19824,6918,0.7350510432036907,1.49733761588705,1.0,0.9684880023128072,2020
19824,6918,0.7350510432036907,1.49733761588705,1.0,0.9684880023128072,2021
19824,6918,0.7350510432036907,1.49733761588705,1.0,0.9684880023128072,2022
19824,6918,0.7350510432036907,1.49733761588705,1.0,0.9684880023128072,2023
19845,6420,0.9354943265457336,1.0619650639685692,1.0,0.9738317757009346,2019
19845,6420,0.9354943265457336,1.0619650639685692,1.0,0.9738317757009346,2020
19845,6420,0.9354943265457336,1.0619650639685692,1.0,0.9738317757009346,2021
19845,6420,0.9354943265457336,1.0619650639685692,1.0,0.9738317757009346,2022
19845,6420,0.9354943265457336,1.0619650639685692,1.0,0.9738317757009346,2023
