codigo_dane,total_personas,tasa_alfabetismo,tasa_analfabetismo,year
19517,37666,0.7777571284447512,0.09406361174534063,2021
19517,37666,0.7777571284447512,0.09406361174534063,2022
19517,37666,0.7777571284447512,0.09406361174534063,2023
19532,28586,0.8294269922339607,0.09343734695305395,2019
19532,28586,0.8294269922339607,0.09343734695305395,2020
19532,28586,0.8294269922339607,0.09343734695305395,2021
19532,28586,0.8294269922339607,0.09343734695305395,2022
19532,28586,0.8294269922339607,0.09343734695305395,2023
19533,7125,0.8304561403508772,0.07185964912280701,2019
19533,7125,0.8304561403508772,0.07185964912280701,2020
19533,7125,0.8304561403508772,0.07185964912280701,2021
19533,7125,0.8304561403508772,0.07185964912280701,2022
19533,7125,0.8304561403508772,0.07185964912280701,2023
19548,33431,0.8452633783015764,0.07418264485058777,2019
19548,33431,0.8452633783015764,0.07418264485058777,2020
19548,33431,0.8452633783015764,0.07418264485058777,2021
19548,33431,0.8452633783015764,0.07418264485058777,2022
19548,33431,0.8452633783015764,0.07418264485058777,2023
19573,40244,0.8793608985190339,0.03853990656992347,2019
19573,40244,0.8793608985190339,0.03853990656992347,2020
19573,40244,0.8793608985190339,0.03853990656992347,2021
19573,40244,0.8793608985190339,0.03853990656992347,2022
19573,40244,0.8793608985190339,0.03853990656992347,2023
19585,14952,0.8369448903156769,0.07397003745318352,2019
19585,14952,0.8369448903156769,0.07397003745318352,2020
19585,14952,0.8369448903156769,0.07397003745318352,2021
19585,14952,0.8369448903156769,0.07397003745318352,2022
19585,14952,0.8369448903156769,0.07397003745318352,2023
19622,9336,0.8483290488431876,0.09393744644387318,2019
19622,9336,0.8483290488431876,0.09393744644387318,2020
19622,9336,0.8483290488431876,0.09393744644387318,2021
19622,9336,0.8483290488431876,0.09393744644387318,2022
19622,9336,0.8483290488431876,0.09393744644387318,2023
19693,9806,0.8573322455639405,0.07729961248215378,2019
19693,9806,0.8573322455639405,0.07729961248215378,2020
19693,9806,0.8573322455639405,0.07729961248215378,2021
19693,9806,0.8573322455639405,0.07729961248215378,2022
19693,9806,0.8573322455639405,0.07729961248215378,2023
19698,96032,0.8687208430523159,0.04847342552482506,2019
19698,96032,0.8687208430523159,0.04847342552482506,2020
19698,96032,0.8687208430523159,0.04847342552482506,2021
19698,96032,0.8687208430523159,0.04847342552482506,2022
19698,96032,0.8687208430523159,0.04847342552482506,2023
19701,5045,0.843211100099108,0.07195242814667988,2019
19701,5045,0.843211100099108,0.07195242814667988,2020
19701,5045,0.843211100099108,0.07195242814667988,2021
19701,5045,0.843211100099108,0.07195242814667988,2022
19701,5045,0.843211100099108,0.07195242814667988,2023
19743,33508,0.8032708606899844,0.09003819983287573,2019
19743,33508,0.8032708606899844,0.09003819983287573,2020
19743,33508,0.8032708606899844,0.09003819983287573,2021
19743,33508,0.8032708606899844,0.09003819983287573,2022
19743,33508,0.8032708606899844,0.09003819983287573,2023
19760,11958,0.8733065730055193,0.055276802140826226,2019
19760,11958,0.8733065730055193,0.055276802140826226,2020
19760,11958,0.8733065730055193,0.055276802140826226,2021
19760,11958,0.8733065730055193,0.055276802140826226,2022
19760,11958,0.8733065730055193,0.055276802140826226,2023
19780,19690,0.8256983240223463,0.08252920264093448,2019
19780,19690,0.8256983240223463,0.08252920264093448,2020
19780,19690,0.8256983240223463,0.08252920264093448,2021
19780,19690,0.8256983240223463,0.08252920264093448,2022
19780,19690,0.8256983240223463,0.08252920264093448,2023
19785,6201,0.8076116755362038,0.13078535720045154,2019
19785,6201,0.8076116755362038,0.13078535720045154,2020
19785,6201,0.8076116755362038,0.13078535720045154,2021
19785,6201,0.8076116755362038,0.13078535720045154,2022
19785,6201,0.8076116755362038,0.13078535720045154,2023
19807,32217,0.8607257038209641,0.06893875904025824,2019
19807,32217,0.8607257038209641,0.06893875904025824,2020
19807,32217,0.8607257038209641,0.06893875904025824,2021
19807,32217,0.8607257038209641,0.06893875904025824,2022
19807,32217,0.8607257038209641,0.06893875904025824,2023
19809,21618,0.6907669534647053,0.16800814136367842,2019
19809,21618,0.6907669534647053,0.16800814136367842,2020
19809,21618,0.6907669534647053,0.16800814136367842,2021
19809,21618,0.6907669534647053,0.16800814136367842,2022
19809,21618,0.6907669534647053,0.16800814136367842,2023
19821,30654,0.7988190774450317,0.10197690350362106,2019
19821,30654,0.7988190774450317,0.10197690350362106,2020
19821,30654,0.7988190774450317,0.10197690350362106,2021
19821,30654,0.7988190774450317,0.10197690350362106,2022
19821,30654,0.7988190774450317,0.10197690350362106,2023
19824,20870,0.8316243411595592,0.06708193579300431,2019
19824,20870,0.8316243411595592,0.06708193579300431,2020
19824,20870,0.8316243411595592,0.06708193579300431,2021
19824,20870,0.8316243411595592,0.06708193579300431,2022
19824,20870,0.8316243411595592,0.06708193579300431,2023
19845,18761,0.8732476946857843,0.04157560897606737,2019
19845,18761,0.8732476946857843,0.04157560897606737,2020
19845,18761,0.8732476946857843,0.04157560897606737,2021
19845,18761,0.8732476946857843,0.04157560897606737,2022
19845,18761,0.8732476946857843,0.04157560897606737,2023
