dane_code,anio,area_condicionada,area_no_condicionada
19001,2019.0,39271.62012257904,1.22216490021e-05
19001,2020.0,39271.62012257904,1.22216490021e-05
19001,2021.0,39271.62012257904,1.22216490021e-05
19001,2022.0,39271.62012257904,1.22216490021e-05
19001,2023.0,39271.62012257904,1.22216490021e-05
19022,2019.0,11032.637007453544,7944.565248663105
19022,2020.0,11032.637007453544,7944.565248663105
19022,2021.0,11032.637007453544,7944.565248663105
19022,2022.0,11032.637007453544,7944.565248663105
19022,2023.0,11032.637007453544,7944.565248663105
19050,2019.0,11194.664380816255,8.735374333016
19050,2020.0,11194.664380816255,8.735374333016
19050,2021.0,11194.664380816255,8.735374333016
19050,2022.0,11194.664380816255,8.735374333016
19050,2023.0,11194.664380816255,8.735374333016
19075,2019.0,5291.130359055876,29281.95889297946
19075,2020.0,5291.130359055876,29281.95889297946
19075,2021.0,5291.130359055876,29281.95889297946
19075,2022.0,5291.130359055876,29281.95889297946
19075,2023.0,5291.130359055876,29281.95889297946
19100,2019.0,9144.976766893264,57094.55419035117
19100,2020.0,9144.976766893264,57094.55419035117
19100,2021.0,9144.976766893264,57094.55419035117
19100,2022.0,9144.976766893264,57094.55419035117
19100,2023.0,9144.976766893264,57094.55419035117
19110,2019.0,6524.998240513954,15579.465934516771
19110,2020.0,6524.998240513954,15579.465934516771
19110,2021.0,6524.998240513954,15579.465934516771
19110,2022.0,6524.998240513954,15579.465934516771
19110,2023.0,6524.998240513954,15579.465934516771
19130,2019.0,6077.405340136385,44656.258153957504
19130,2020.0,6077.405340136385,44656.258153957504
19130,2021.0,6077.405340136385,44656.258153957504
19130,2022.0,6077.405340136385,44656.258153957504
19130,2023.0,6077.405340136385,44656.258153957504
19137,2019.0,32727.10134315123,0.0004224844993878
19137,2020.0,32727.10134315123,0.0004224844993878
19137,2021.0,32727.10134315123,0.0004224844993878
19137,2022.0,32727.10134315123,0.0004224844993878
19137,2023.0,32727.10134315123,0.0004224844993878
19142,2019.0,24486.91314219427,0.006793832800302
19142,2020.0,24486.91314219427,0.006793832800302
19142,2021.0,24486.91314219427,0.006793832800302
19142,2022.0,24486.91314219427,0.006793832800302
19142,2023.0,24486.91314219427,0.006793832800302
19212,2019.0,21360.22404473171,0.007660027577986
19212,2020.0,21360.22404473171,0.007660027577986
19212,2021.0,21360.22404473171,0.007660027577986
19212,2022.0,21360.22404473171,0.007660027577986
19212,2023.0,21360.22404473171,0.007660027577986
19256,2019.0,21123.86478420964,95830.0451004157
19256,2020.0,21123.86478420964,95830.0451004157
19256,2021.0,21123.86478420964,95830.0451004157
19256,2022.0,21123.86478420964,95830.0451004157
19256,2023.0,21123.86478420964,95830.0451004157
19290,2019.0,493.65054698495555,4496.037059735561
19290,2020.0,493.65054698495555,4496.037059735561
19290,2021.0,493.65054698495555,4496.037059735561
19290,2022.0,493.65054698495555,4496.037059735561
19290,2023.0,493.65054698495555,4496.037059735561
19300,2019.0,9127.958676047332,0.0
19300,2020.0,9127.958676047332,0.0
19300,2021.0,9127.958676047332,0.0
19300,2022.0,9127.958676047332,0.0
19300,2023.0,9127.958676047332,0.0
19318,2019.0,13261.71815002369,6.224357063085282
19318,2020.0,13261.71815002369,6.224357063085282
19318,2021.0,13261.71815002369,6.224357063085282
19318,2022.0,13261.71815002369,6.224357063085282
19318,2023.0,13261.71815002369,6.224357063085282
19355,2019.0,24337.14740298072,0.0
19355,2020.0,24337.14740298072,0.0
19355,2021.0,24337.14740298072,0.0
19355,2022.0,24337.14740298072,0.0
19355,2023.0,24337.14740298072,0.0
19364,2019.0,15677.183823756572,0.0
19364,2020.0,15677.183823756572,0.0
19364,2021.0,15677.183823756572,0.0
19364,2022.0,15677.183823756572,0.0
19364,2023.0,15677.183823756572,0.0
19392,2019.0,18772.866337318643,0.40540677487802296
19392,2020.0,18772.866337318643,0.40540677487802296
19392,2021.0,18772.866337318643,0.40540677487802296
19392,2022.0,18772.866337318643,0.40540677487802296
19392,2023.0,18772.866337318643,0.40540677487802296
19397,2019.0,36268.84555524244,0.1199990289897
19397,2020.0,36268.84555524244,0.1199990289897
19397,2021.0,36268.84555524244,0.1199990289897
19397,2022.0,36268.84555524244,0.1199990289897
19397,2023.0,36268.84555524244,0.1199990289897
19418,2019.0,21532.32159499969,0.9433508608127098
19418,2020.0,21532.32159499969,0.9433508608127098
19418,2021.0,21532.32159499969,0.9433508608127098
19418,2022.0,21532.32159499969,0.9433508608127098
19418,2023.0,21532.32159499969,0.9433508608127098
19450,2019.0,25716.68392856935,33251.8647132135
19450,2020.0,25716.68392856935,33251.8647132135
19450,2021.0,25716.68392856935,33251.8647132135
19450,2022.0,25716.68392856935,33251.8647132135
19450,2023.0,25716.68392856935,33251.8647132135
19455,2019.0,12810.085062072141,0.000841750777757
19455,2020.0,12810.085062072141,0.000841750777757
19455,2021.0,12810.085062072141,0.000841750777757
19455,2022.0,12810.085062072141,0.000841750777757
19455,2023.0,12810.085062072141,0.000841750777757
19473,2019.0,4298.365800813357,33834.10760408646
19473,2020.0,4298.365800813357,33834.10760408646
19473,2021.0,4298.365800813357,33834.10760408646
19473,2022.0,4298.365800813357,33834.10760408646
19473,2023.0,4298.365800813357,33834.10760408646
19513,2019.0,240.62969534238027,6546.504674976406
19513,2020.0,240.62969534238027,6546.504674976406
19513,2021.0,240.62969534238027,6546.504674976406
19513,2022.0,240.62969534238027,6546.504674976406
19513,2023.0,240.62969534238027,6546.504674976406
19517,2019.0,63161.872514297305,0.0
19517,2020.0,63161.872514297305,0.0
19517,2021.0,63161.872514297305,0.0
19517,2022.0,63161.872514297305,0.0
19517,2023.0,63161.872514297305,0.0
19532,2019.0,895.0701618016607,65340.80750700665
19532,2020.0,895.0701618016607,65340.80750700665
19532,2021.0,895.0701618016607,65340.80750700665
19532,2022.0,895.0701618016607,65340.80750700665
19532,2023.0,895.0701618016607,65340.80750700665
19533,2019.0,33530.99966579287,23.501758889900056
19533,2020.0,33530.99966579287,23.501758889900056
19533,2021.0,33530.99966579287,23.501758889900056
19533,2022.0,33530.99966579287,23.501758889900056
19533,2023.0,33530.99966579287,23.501758889900056
19548,2019.0,16257.52378081652,0.001803232350459
19548,2020.0,16257.52378081652,0.001803232350459
19548,2021.0,16257.52378081652,0.001803232350459
19548,2022.0,16257.52378081652,0.001803232350459
19548,2023.0,16257.52378081652,0.001803232350459
19573,2019.0,139.0867812218379,10117.747530376899
19573,2020.0,139.0867812218379,10117.747530376899
19573,2021.0,139.0867812218379,10117.747530376899
19573,2022.0,139.0867812218379,10117.747530376899
19573,2023.0,139.0867812218379,10117.747530376899
19585,2019.0,23415.29646124264,0.0
19585,2020.0,23415.29646124264,0.0
19585,2021.0,23415.29646124264,0.0
19585,2022.0,23415.29646124264,0.0
19585,2023.0,23415.29646124264,0.0
19622,2019.0,15531.808444686778,0.0
19622,2020.0,15531.808444686778,0.0
19622,2021.0,15531.808444686778,0.0
19622,2022.0,15531.808444686778,0.0
19622,2023.0,15531.808444686778,0.0
19693,2019.0,15706.318963992493,0.0
19693,2020.0,15706.318963992493,0.0
19693,2021.0,15706.318963992493,0.0
19693,2022.0,15706.318963992493,0.0
19693,2023.0,15706.318963992493,0.0
19698,2019.0,15014.706229609332,31991.344740984492
19698,2020.0,15014.706229609332,31991.344740984492
19698,2021.0,15014.706229609332,31991.344740984492
19698,2022.0,15014.706229609332,31991.344740984492
19698,2023.0,15014.706229609332,31991.344740984492
19701,2019.0,34942.22736528117,1890.0499093347707
19701,2020.0,34942.22736528117,1890.0499093347707
19701,2021.0,34942.22736528117,1890.0499093347707
19701,2022.0,34942.22736528117,1890.0499093347707
19701,2023.0,34942.22736528117,1890.0499093347707
19743,2019.0,40555.626177419676,0.0
19743,2020.0,40555.626177419676,0.0
19743,2021.0,40555.626177419676,0.0
19743,2022.0,40555.626177419676,0.0
19743,2023.0,40555.626177419676,0.0
19760,2019.0,34812.99287907851,0.0
19760,2020.0,34812.99287907851,0.0
19760,2021.0,34812.99287907851,0.0
19760,2022.0,34812.99287907851,0.0
19760,2023.0,34812.99287907851,0.0
19780,2019.0,7292.106666390739,37241.88174692077
19780,2020.0,7292.106666390739,37241.88174692077
19780,2021.0,7292.106666390739,37241.88174692077
19780,2022.0,7292.106666390739,37241.88174692077
19780,2023.0,7292.106666390739,37241.88174692077
19785,2019.0,123.96801718407963,10330.107123841948
19785,2020.0,123.96801718407963,10330.107123841948
19785,2021.0,123.96801718407963,10330.107123841948
19785,2022.0,123.96801718407963,10330.107123841948
19785,2023.0,123.96801718407963,10330.107123841948
19807,2019.0,18448.58326908364,0.00429266243766
19807,2020.0,18448.58326908364,0.00429266243766
19807,2021.0,18448.58326908364,0.00429266243766
